feature_000,feature_001,feature_002,feature_003,feature_004,feature_005,feature_006,feature_007,feature_008,feature_009,feature_010,feature_011,feature_012,feature_013,feature_014,feature_015,feature_016,feature_017,feature_018,feature_019,feature_020,feature_021,feature_022,feature_023,feature_024,feature_025,feature_026,feature_027,feature_028,feature_029,feature_030,feature_031,feature_032,feature_033,feature_034,feature_035,feature_036,feature_037,feature_038,feature_039,feature_040,feature_041,feature_042,feature_043,feature_044,feature_045,feature_046,feature_047,feature_048,feature_049,feature_050,feature_051,feature_052,feature_053,feature_054,feature_055,feature_056,feature_057,feature_058,feature_059,feature_060,feature_061,feature_062,feature_063,feature_064,feature_065,feature_066,feature_067,feature_068,feature_069,feature_070,feature_071,feature_072,feature_073,feature_074,feature_075,feature_076,feature_077,feature_078,feature_079,feature_080,feature_081,feature_082,feature_083,feature_084,feature_085,feature_086,feature_087,feature_088,feature_089,feature_090,feature_091,feature_092,feature_093,feature_094,feature_095,feature_096,feature_097,feature_098,feature_099,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,label
0.32850727,0.19267893,0.30156904,0.1388977,0.8550537,0.818739,139.29507,142.69408,145.45557,136.97821,1.505089,0.47490835,0.9995164,1.2741083,1.0555108,0.022674045,0.017742975,0.026065428,0.024658587,0.07398388,0.051090483,10.039465,5.4598894,12.595077,7.5685077,0.1405027,0.0113323685,0.0520125,0.092194535,0.029227728,0.29171684,0.16447175,0.26313007,0.08544517,0.7461262,0.7422336,120.16124,129.37175,120.0267,120.805145,1.2672318,0.46046627,0.9389226,1.1125214,1.0228848,0.35190305,0.22115876,0.33296674,0.16921,0.9663604,0.90561575,153.29727,152.63306,169.26517,151.40402,1.7005938,0.5023248,1.0875223,1.3853546,1.1199663,0.060186207,0.056687012,0.069836676,0.08376483,0.22023422,0.16338217,33.136032,23.261307,49.238464,30.598877,0.433362,0.041858554,0.14859968,0.27283323,0.09708142,0.002336494,0.0023340676,0.0027513287,0.014224407,0.010835576,0.011633544,2.8206782,2.6713188,7.686335,4.377107,0.029394034,0.002135247,0.0060893213,0.027220583,0.0076817395,0.0026916217,0.0023889756,0.0028591992,0.020532427,0.014719143,0.015147961,4.1428223,4.0217705,9.727025,5.5789194,0.037395407,0.0026364648,0.00790201,0.0354732,0.012305677,0.008287162,0.007793069,0.008841664,0.062424622,0.05008197,0.044443488,12.397491,11.960098,22.581177,11.19133,0.08706927,0.008073986,0.027340889,0.09201944,0.046001792,0.06775832,0.06768796,0.079788536,0.4125078,0.3142317,0.33737278,81.79967,77.46825,222.90372,126.93611,0.852427,0.061922163,0.17659032,0.7893969,0.22277045,1.1781385,3.067575,22.581177,SITTING
0.28198725,0.16215973,0.26243028,0.13947956,0.75562036,0.73056024,154.58287,144.66054,117.901245,138.46149,1.2476093,0.51521295,0.9475486,1.1258863,1.0336732,0.002492317,0.0011707227,0.003776885,0.007947357,0.014304964,0.006565346,0.83149076,1.6837735,9.523097,4.345947,0.0342884,0.0039337613,0.0057906914,0.025929505,0.008590104,0.27732354,0.16075435,0.2560246,0.13191792,0.7351991,0.719555,153.09225,142.62889,101.73845,128.28328,1.178126,0.5055002,0.9404885,1.0838041,1.0200274,0.28742224,0.16415182,0.26717758,0.16075796,0.7814701,0.7430541,155.71832,148.58759,134.64009,145.97641,1.2976912,0.5190348,0.9555787,1.1817894,1.0466275,0.010098696,0.0033974648,0.011152983,0.028840035,0.046271026,0.023499072,2.626068,5.9586945,32.90164,17.69313,0.11956525,0.0135346055,0.0150901675,0.09798527,0.026600122,0.0006144458,0.00031353688,0.0010427863,0.002090343,0.0025308852,0.0019147807,0.36749846,0.38492662,4.2246647,1.9790797,0.011455388,0.00054254616,0.0005889946,0.011007091,0.0012676757,0.0007688154,0.00044507522,0.0013593275,0.0032926954,0.0029371812,0.002887239,0.48779207,0.55272824,5.313731,2.5809643,0.01502189,0.0006124805,0.00081669027,0.013572389,0.0016121622,0.0016849339,0.0011305213,0.0036803186,0.013960794,0.006743908,0.010415852,1.1800842,1.7308655,11.980324,5.838135,0.04444623,0.0018161535,0.00398463,0.029318571,0.0047718287,0.017818928,0.009092569,0.030240804,0.06061995,0.07339567,0.05552864,10.657455,11.162872,122.515274,57.39331,0.33220625,0.015733838,0.017080843,0.31920564,0.036762595,0.46596918,1.4666578,11.980324,SITTING
0.2873275,0.16375546,0.26847297,0.14708835,0.76479876,0.7441388,154.95412,143.72331,145.9544,149.13823,1.3183953,0.5136171,0.9515846,1.1854359,1.0374969,0.0017497118,0.00045259314,0.0016491866,0.004295881,0.010230414,0.0026483233,0.6250372,0.34555843,7.7633076,4.7476435,0.020798562,0.0012586028,0.0011779541,0.022401894,0.0059532514,0.28343576,0.1629002,0.26438883,0.13612497,0.75256217,0.7378768,153.54065,143.02573,128.96124,135.09833,1.2720332,0.51215386,0.95011485,1.149627,1.0304865,0.28922972,0.16484909,0.27064028,0.15319917,0.7908463,0.7487773,155.99426,144.50209,158.24924,155.06834,1.350363,0.5165509,0.95444167,1.22065,1.054675,0.005793959,0.0019488931,0.0062514544,0.017074198,0.038284123,0.010900497,2.4536133,1.4763641,29.287994,19.970016,0.0783298,0.0043970346,0.0043268204,0.07102299,0.024188519,0.00026520778,0.00023267906,0.0006383103,0.0028069909,0.0035982912,0.0016906036,0.42756706,0.23318797,4.20097,2.7510035,0.010675755,0.00018851717,0.00037545993,0.012554596,0.0023410155,0.0002910221,0.00028746456,0.0009673433,0.003725869,0.0057725157,0.0023624862,0.59894127,0.3246198,5.576447,3.8453128,0.014376215,0.00022750278,0.00053250813,0.01736748,0.0033135798,0.0008200705,0.0006840527,0.0034229457,0.009897485,0.022727728,0.0055614114,1.8844299,0.95718384,14.589157,9.834915,0.032800555,0.00073575974,0.0012893677,0.041739106,0.010687947,0.0076910257,0.006747693,0.018510997,0.081402734,0.10435045,0.049027503,12.399445,6.762451,121.82814,79.7791,0.3095969,0.0054669976,0.010888338,0.3640833,0.06788945,0.5098731,1.6843977,14.589157,SITTING
0.28911057,0.16430393,0.2669786,0.14717016,0.76804996,0.7426328,154.7086,143.96164,145.09373,146.59735,1.3090763,0.5119193,0.9532212,1.1842712,1.0391225,0.00030064068,0.0006075284,0.0015203673,0.003927148,0.008156187,0.0025907857,0.76696634,0.37330517,9.336014,5.6930814,0.023962146,0.0004546601,0.0012076767,0.027793923,0.0049609616,0.2883394,0.1633703,0.26423424,0.14051086,0.75353396,0.7371931,152.02516,143.38705,125.000374,137.02223,1.2694024,0.5109165,0.95118105,1.1292188,1.0312161,0.28974718,0.16565396,0.26894775,0.15529211,0.7860644,0.7467052,155.95668,144.87692,159.49411,156.30008,1.3528202,0.5126953,0.9553558,1.2277375,1.0517855,0.0014077723,0.0022836626,0.0047135055,0.014781252,0.032530427,0.009512067,3.9315186,1.4898682,34.493736,19.277847,0.08341777,0.001778841,0.004174769,0.09851873,0.020569324,0.00015644472,0.00031071284,0.0004434113,0.0029175214,0.004423524,0.001131216,0.56404006,0.20172697,5.7011857,2.6070313,0.014791542,0.00014106158,0.00043942805,0.019689938,0.00259882,0.00021779657,0.00044841584,0.00056115794,0.0036525195,0.006082087,0.0016963719,0.6725493,0.2668627,7.8169827,3.6092448,0.021792088,0.00019549343,0.0006074343,0.026963023,0.0038429047,0.0005736351,0.0014262795,0.0017800629,0.0075894445,0.022402823,0.006178975,1.593216,0.8444061,21.156586,10.270309,0.06751394,0.00050503016,0.0015785694,0.072826624,0.014921784,0.004536897,0.009010673,0.012858927,0.08460812,0.12828219,0.032805264,16.357162,5.8500824,165.33438,75.60391,0.42895472,0.004090786,0.012743413,0.5710082,0.07536578,0.6080685,2.1489265,21.156586,SITTING
0.2887139,0.16406114,0.26844397,0.14487845,0.7740156,0.743568,154.92146,143.62115,146.1663,149.18294,1.3263607,0.51322734,0.95466816,1.1967971,1.0422226,0.00055006024,0.00084578356,0.0015330093,0.0032562565,0.0116766775,0.0038226368,1.1006886,0.30813003,7.8542724,4.2670674,0.020313662,0.0005407045,0.0028698146,0.026748532,0.0063704895,0.28781474,0.16208006,0.2659313,0.13782217,0.7592869,0.73645455,152.38774,143.02702,125.85625,140.33063,1.2750722,0.51215696,0.9483621,1.1376228,1.032831,0.29015735,0.16527736,0.27079475,0.15022406,0.7937695,0.75113064,157.12425,144.11931,162.4869,155.88672,1.3840363,0.5141134,0.9609095,1.2698495,1.0533577,0.0023426116,0.0031972975,0.004863441,0.012401894,0.0344826,0.014676094,4.736511,1.0922852,36.630646,15.556091,0.108964086,0.0019564629,0.012547374,0.1322267,0.020526767,0.00018281362,0.00041108349,0.0006381304,0.0022512998,0.003731187,0.0013805936,0.5207814,0.17512092,5.8243036,2.483341,0.01206763,0.0002711148,0.0012613165,0.018419273,0.0021636158,0.00023023081,0.0005501597,0.0008593482,0.0027121971,0.0057859896,0.0018141377,0.61050457,0.25166523,7.961409,3.3432913,0.01823637,0.00038610437,0.001944637,0.0256731,0.0031425918,0.00083729625,0.0015672296,0.0024221241,0.0059074312,0.022612214,0.004439652,1.2393646,0.6719818,20.255722,9.789413,0.050578356,0.0011324286,0.0065203905,0.062365532,0.01164186,0.0053015947,0.011921421,0.018505782,0.065287694,0.108204424,0.040037215,15.102661,5.0785065,168.9048,72.01689,0.34996128,0.0078623295,0.03657818,0.53415895,0.062744856,0.6030883,2.1537397,20.255722,SITTING
0.28812662,0.1633247,0.26563492,0.14744192,0.7654284,0.7385569,154.99449,143.46886,150.1043,147.07126,1.3225824,0.5132945,0.95102537,1.2001437,1.038444,0.00046630687,0.0005287554,0.0008342913,0.0040029176,0.0041372185,0.0022550907,0.79019505,0.35479784,6.424272,4.9707236,0.021435428,0.00042067506,0.0023933556,0.022454087,0.0023063193,0.28738362,0.16221543,0.26438355,0.14211522,0.75716656,0.7353792,153.68933,142.35553,138.36758,136.94049,1.2774847,0.5125998,0.9481027,1.1631092,1.0332484,0.28906292,0.16417363,0.2684779,0.16064669,0.7720785,0.7419831,157.15831,144.1546,163.24625,157.67316,1.3563197,0.5140263,0.9547041,1.2447157,1.0429053,0.0016793013,0.0019582063,0.0040943325,0.018531471,0.01491195,0.0066038966,3.468979,1.7990723,24.878662,20.732666,0.07883501,0.0014264584,0.006601393,0.08160651,0.009656906,0.00018024548,0.0002524303,0.00037975865,0.0033067763,0.0035597128,0.00091341446,0.6358501,0.25584623,4.9807944,3.114103,0.010639503,0.0001184447,0.00043201036,0.015753072,0.0020488296,0.00025060648,0.00031729965,0.0005558964,0.0042682937,0.0042653796,0.001238992,0.78606063,0.3390982,6.491753,4.387329,0.01701382,0.00017356126,0.0006726544,0.022701541,0.002561503,0.0006774962,0.00077956915,0.0016703606,0.0118604,0.010076225,0.0031547546,1.8005219,0.93592834,13.988846,11.775436,0.064002514,0.0004965067,0.00239861,0.06794298,0.0068967342,0.0052271187,0.0073204786,0.011013001,0.09589651,0.10323167,0.02648902,18.439651,7.4195404,144.44304,90.30899,0.3085456,0.0034348965,0.0125283,0.45683908,0.059416056,0.6016119,1.950739,13.988846,SITTING
0.287663,0.16343269,0.2659389,0.149587,0.76374954,0.7398037,155.10423,143.79196,153.03596,148.26968,1.3209575,0.51353014,0.95219725,1.2062205,1.037767,0.00064849795,0.0005475327,0.001155743,0.0036410745,0.0060408213,0.0024691785,0.83216625,0.3363848,5.702936,4.4107666,0.025509706,0.00041795467,0.0015184943,0.021249486,0.0032963122,0.2866283,0.16227639,0.26423496,0.14347012,0.75234365,0.73551714,153.21014,142.99756,143.0524,137.5716,1.2706058,0.51292837,0.94812155,1.1657386,1.0307426,0.28925493,0.1641514,0.26873103,0.15802832,0.77644277,0.7467544,156.58836,144.3579,159.7372,154.58923,1.3629626,0.51419586,0.9541963,1.2348095,1.0449187,0.0026266277,0.0018750131,0.0044960678,0.014558196,0.024099112,0.011237264,3.3782196,1.3603363,16.6848,17.01764,0.0923568,0.0012674928,0.0060747266,0.069070935,0.014176011,0.00020337105,0.00017451418,0.00050890754,0.003335925,0.0040105213,0.0013788198,0.665621,0.20732537,2.187466,1.7949892,0.008609488,0.00011736771,0.0006223568,0.008942546,0.0022667358,0.00028614982,0.00024207319,0.00074132,0.0038487588,0.005587369,0.0017079851,0.787767,0.24636208,3.09542,2.1493974,0.012184701,0.00015263917,0.0008794602,0.013193132,0.003177914,0.00083327293,0.00073483586,0.0022827983,0.006986961,0.013800025,0.003875196,1.832428,0.57310486,7.598068,4.9960785,0.031465173,0.00039207935,0.0027341843,0.037042618,0.008004069,0.0058977604,0.005060911,0.014758319,0.096741825,0.11630511,0.039985776,19.303009,6.012436,63.43651,52.054688,0.24967515,0.0034036636,0.018048346,0.25933385,0.06573534,0.32570478,0.95385695,7.598068,SITTING
0.28744945,0.1641809,0.26649392,0.14945123,0.76876134,0.7404448,155.24298,143.89267,153.81276,148.22731,1.3319601,0.51330817,0.9516986,1.2151482,1.0397041,0.0003873456,0.00046676092,0.0010097389,0.005426079,0.0083357245,0.0029414035,1.0577227,0.43916824,5.826409,6.0740304,0.017655889,0.0002935614,0.0019477322,0.020361783,0.0053476775,0.28691676,0.16325389,0.2653371,0.14063983,0.7577482,0.7356891,153.51337,143.18945,140.33263,135.74303,1.2927641,0.51255184,0.94867826,1.1744597,1.0322777,0.2883733,0.16498002,0.26847816,0.1570062,0.78928727,0.7469031,156.79523,144.64085,161.43004,161.75662,1.3592418,0.51370883,0.95573986,1.2387235,1.053474,0.0014565289,0.0017261356,0.0031410456,0.016366377,0.031539083,0.011214018,3.2818604,1.4514008,21.097412,26.013596,0.066477776,0.0011569858,0.0070616007,0.06426382,0.021196246,0.00010567801,0.00024423414,0.00024321779,0.0021596586,0.0044165356,0.0014322709,0.4602677,0.14324531,3.03098,3.6606872,0.00871808,0.000118259726,0.00056903117,0.009322109,0.0026905455,0.00013947138,0.0002961898,0.00030900445,0.002925576,0.006156456,0.0019532482,0.59731895,0.18835919,4.5626874,4.627526,0.013523926,0.00017790188,0.00094323716,0.015516211,0.0036194467,0.00043800473,0.00069426,0.0007959604,0.008254394,0.017573774,0.0049319267,1.6148071,0.5108185,17.317627,14.108383,0.04818964,0.0005143881,0.0036911368,0.0527246,0.01042223,0.0030646622,0.00708279,0.0070533156,0.0626301,0.12807953,0.041535854,13.347763,4.154114,87.89842,106.15993,0.2528243,0.003429532,0.016501904,0.27034116,0.07802582,0.48834664,1.6136898,17.317627,SITTING
0.28800696,0.16311103,0.2670689,0.14913057,0.7687006,0.74103755,155.63428,144.2795,154.92654,150.54462,1.3300099,0.51431066,0.9537222,1.2179111,1.0404948,0.00027762857,0.00066678494,0.0007402177,0.0062525347,0.0065207216,0.0031959256,1.0114746,0.8837361,3.4498718,4.3361964,0.013105303,0.0005425086,0.0011144818,0.01616412,0.0043149735,0.2874525,0.16225918,0.2652855,0.13880245,0.7581686,0.73309374,153.72397,143.22455,147.12088,142.05367,1.3008224,0.5131703,0.9516125,1.1801513,1.0312431,0.28843087,0.16458717,0.26825956,0.16598326,0.7809482,0.7500745,158.26009,145.56879,160.843,158.70248,1.3529184,0.51494616,0.9562521,1.247931,1.0495757,0.0009783804,0.0023279935,0.0029740632,0.027180806,0.022779644,0.016980767,4.5361176,2.3442383,13.722122,16.648819,0.05209601,0.0017758608,0.0046396255,0.06777966,0.0183326,0.00012908825,0.00018180444,0.00033577456,0.0027967445,0.003017586,0.0015104249,0.5501567,0.19344883,1.9633573,2.306729,0.007977666,0.00018494294,0.00049076614,0.009129899,0.0021793307,0.00017381184,0.0002487303,0.0004651419,0.003983087,0.004866258,0.0023874883,0.79790205,0.2787683,3.3256314,3.1351986,0.010899513,0.00030787263,0.00068076176,0.0153322,0.0031631843,0.000497967,0.000761196,0.0012423396,0.012589738,0.018405437,0.007549703,2.4113617,0.95721436,10.58934,9.098907,0.029686928,0.0009485483,0.001770556,0.043712974,0.009795904,0.0037435591,0.005272329,0.009737462,0.08110559,0.08750999,0.04380232,15.954544,5.610016,56.937363,66.89514,0.23135233,0.005363345,0.014232218,0.26476705,0.06320059,0.3361084,1.1629075,10.58934,SITTING
0.28751054,0.16326647,0.26536205,0.1493605,0.76387656,0.73739904,155.78825,143.5088,151.62404,146.11075,1.3226868,0.5138223,0.95389044,1.2086122,1.0375392,0.00049662543,0.0006900713,0.0010661435,0.004983453,0.006186587,0.0013208294,1.3391944,0.5387193,5.371418,5.519906,0.01763686,0.0008798217,0.0019044372,0.01920666,0.0032101294,0.2865988,0.1620165,0.26326463,0.14135508,0.7539928,0.73439676,153.43246,142.4255,130.7587,134.921,1.27667,0.5123981,0.9516879,1.1471161,1.0312092,0.28820255,0.16439085,0.267048,0.1573683,0.7759147,0.7403225,158.09682,144.4992,158.64766,158.43854,1.346411,0.5153018,0.9588325,1.2369444,1.0438083,0.0016037524,0.002374351,0.003783375,0.01601322,0.021921933,0.005925715,4.6643524,2.0737,27.888962,23.517532,0.06974101,0.0029036999,0.00714463,0.08982837,0.012599111,0.00017675039,0.00019686283,0.00037605804,0.0029345555,0.0034833304,0.0008690912,0.5643389,0.29669452,3.361806,2.9575195,0.009592838,0.00024103091,0.0005949098,0.011526079,0.002075257,0.00023326806,0.00023513136,0.00048092552,0.0035987138,0.004888807,0.0011385864,0.7654513,0.41306463,5.21822,4.1798635,0.014833498,0.00037619413,0.00089068763,0.018582959,0.00282978,0.000620842,0.0005219877,0.0011658072,0.0073958486,0.014014423,0.0024306774,2.4071655,1.0807495,18.033905,11.629974,0.05680704,0.0011657476,0.0033720732,0.06636441,0.007884622,0.005125761,0.0057090223,0.010905683,0.08510211,0.10101658,0.025203645,16.36583,8.604141,97.49237,85.76807,0.27819228,0.0069898963,0.017252386,0.3342563,0.060182452,0.48082837,1.6734601,18.033905,SITTING
